Position,PosSum,Age,TimePlayed,TeamStatus,CategoryN4,CategoryN3,CategoryN2,WinLose,PA%,Shots_PM,ShotsOT_PM,KeyPasses_PM,AerialsWon_PM,Touches_PM,TotalTackles_PM,Interceptions_PM,Clearances_PM,BlockedShots_PM,Fouls_PM,Dribbles_PM,Fouled_PM,Offsides_PM,Disp_PM,UnsTouchesRating_PM,Passes_PM,Crosses_PM,AccCrosses_PM,LB_PM,AccLB_PM,ThB_PM,AccThB_PM
MR,MD,25,89,2,1,1,1,0,80,0.022,0.011,0.022,0,0.667,0,0,0,0,0.011,0.011,0.022,0,0,0.022,0.444,0.1,0.022,0.033,0.033,0,0
MC,MD,30,90,2,1,1,1,0,88.8,0,0,0,0,1.167,0.033,0.022,0.022,0,0,0.022,0.011,0,0.011,0.011,0.989,0,0,0.133,0.111,0,0
MC,MD,22,90,2,1,1,1,0,79.7,0,0,0,0.011,0.822,0,0.011,0,0,0.011,0.011,0.022,0,0.033,0,0.711,0,0,0.056,0.022,0,0
ML,MD,32,81,2,1,1,1,0,80.6,0.044,0.022,0.011,0.044,0.644,0.011,0,0.044,0,0.011,0,0.011,0,0.011,0.022,0.4,0.033,0,0,0,0,0
AMC,MD,28,90,2,1,1,1,0,93.1,0.044,0.033,0.056,0,0.611,0.044,0,0.011,0,0.022,0.011,0.011,0,0.078,0.011,0.322,0.011,0.011,0,0,0,0
FW,FW,26,56,2,1,1,1,0,92.9,0.033,0,0.022,0.011,0.244,0,0,0,0,0,0.011,0,0,0,0.011,0.156,0,0,0,0,0,0
Sub,SUB,23,9,2,1,1,1,0,100,0,0,0,0,0.078,0,0,0.011,0.011,0.022,0,0,0,0.011,0.011,0.011,0,0,0,0,0,0
Sub,SUB,30,34,2,1,1,1,0,87.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.011,0,0.267,0.011,0,0.011,0,0,0
Sub,SUB,32,1,2,1,1,1,0,100,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0,0
Sub,SUB,25,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,24,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,26,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,0,37.5,0,0,0,0.011,0.644,0,0,0.011,0,0,0,0,0,0,0,0.533,0,0,0.5,0.167,0,0
DR,DF,32,90,1,2,2,1,0,48.3,0.011,0,0.022,0.067,0.567,0.011,0,0.044,0,0.033,0,0,0,0.011,0.022,0.322,0.033,0.011,0.078,0.022,0,0
DC,DF,24,90,1,2,2,1,0,79.2,0,0,0,0.033,0.533,0.022,0.033,0.133,0.022,0.022,0,0,0,0,0.011,0.267,0,0,0.089,0.044,0,0
DC,DF,38,90,1,2,2,1,0,55.6,0,0,0,0.044,0.578,0.011,0.011,0.211,0.011,0.011,0,0.011,0,0,0,0.3,0,0,0.078,0.011,0,0
DL,DF,29,90,1,2,2,1,0,63.6,0.011,0,0.022,0,0.567,0.022,0.011,0.011,0,0,0,0,0,0.011,0.011,0.367,0.033,0.011,0.067,0.022,0,0
MC,MD,32,73,1,2,2,1,0,73.5,0.022,0,0.011,0.022,0.544,0,0.011,0.067,0.011,0.022,0.011,0,0,0,0,0.378,0.011,0,0.011,0,0,0
MC,MD,34,77,1,2,2,1,0,65.4,0.022,0,0.022,0,0.444,0.022,0.011,0.033,0.011,0,0.011,0,0,0.011,0,0.289,0.022,0.022,0.044,0,0,0
MC,MD,28,90,1,2,2,1,0,64.3,0.022,0.011,0,0.033,0.444,0.033,0.011,0.033,0.011,0,0.011,0,0,0,0,0.311,0,0,0.044,0,0,0
FWR,FW,24,90,1,2,2,1,0,85,0.033,0.011,0.022,0.022,0.478,0.011,0,0,0,0.011,0.011,0.044,0,0,0.056,0.222,0.033,0,0.033,0.033,0,0
FW,FW,37,90,1,2,2,1,0,80,0,0,0.011,0,0.122,0,0,0,0,0.011,0,0.011,0,0,0.011,0.056,0.033,0.022,0,0,0,0
FWL,FW,28,90,1,2,2,1,0,85.7,0.033,0.033,0.011,0.022,0.267,0,0.011,0.011,0,0.022,0,0.011,0,0.011,0,0.156,0.033,0.011,0,0,0,0
Sub,SUB,25,17,1,2,2,1,0,85.7,0,0,0,0.011,0.167,0.033,0.011,0,0,0.022,0,0,0,0.011,0.022,0.078,0,0,0,0,0,0
Sub,SUB,28,13,1,2,2,1,0,0,0,0,0,0,0.056,0,0,0.011,0,0,0,0,0,0,0.011,0.022,0.011,0,0,0,0.022,0
Sub,SUB,31,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,33,90,2,1,1,1,0,41.2,0,0,0,0.011,0.489,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0.367,0.144,0,0
DR,DF,30,90,2,1,1,1,1,72.7,0,0,0,0.011,0.667,0.022,0.011,0.044,0,0.011,0.022,0.011,0,0.011,0,0.367,0.033,0.011,0.133,0.067,0,0
DC,DF,30,90,2,1,1,1,1,74.4,0,0,0,0.022,0.689,0.011,0.033,0.1,0.011,0,0.011,0,0,0,0,0.478,0,0,0.078,0.022,0,0
DC,DF,27,90,2,1,1,1,1,74.2,0,0,0,0.056,0.489,0.011,0.011,0.1,0.011,0,0,0,0,0,0,0.344,0,0,0.089,0.044,0,0
DL,DF,34,90,2,1,1,1,1,60.5,0.011,0,0,0.056,0.844,0.011,0.011,0.078,0,0,0,0.056,0,0,0.011,0.422,0.033,0,0.144,0.056,0,0
MR,MD,34,73,2,1,1,1,1,66.7,0.022,0,0.011,0.011,0.211,0.011,0,0.011,0,0,0,0.011,0,0,0,0.1,0,0,0.022,0,0,0
MC,MD,27,90,2,1,1,1,1,84.4,0.022,0,0,0.022,0.6,0,0,0,0,0.033,0,0.011,0,0.011,0.011,0.5,0.033,0,0.022,0.011,0,0
MC,MD,37,90,2,1,1,1,1,79.7,0,0,0.022,0.044,0.811,0.011,0.011,0.011,0,0.011,0,0,0,0.033,0.011,0.656,0.022,0,0.133,0.078,0,0
ML,MD,31,90,2,1,1,1,1,92.6,0.044,0,0.022,0.022,0.511,0,0,0.022,0,0.011,0.022,0,0,0,0.022,0.3,0.056,0.033,0.011,0.011,0,0
FW,FW,28,90,2,1,1,1,1,76.7,0,0,0.033,0,0.533,0.011,0,0,0,0.011,0.022,0.033,0.011,0.022,0.056,0.333,0.011,0,0.011,0.011,0,0
FW,FW,30,64,2,1,1,1,1,44.4,0.033,0.011,0.011,0.067,0.356,0,0.011,0.022,0,0,0,0.022,0,0.011,0.022,0.2,0,0,0.011,0,0.011,0.011
Sub,SUB,28,17,2,1,1,1,1,80,0.022,0.011,0.022,0.011,0.133,0,0.011,0,0,0,0,0,0,0,0,0.056,0.044,0.033,0,0,0,0
Sub,SUB,30,26,2,1,1,1,1,41.7,0.022,0.011,0,0.011,0.211,0.011,0,0.022,0,0,0,0,0,0.011,0,0.133,0,0,0,0,0,0
Sub,SUB,31,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,40,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,1,58.8,0,0,0,0,0.544,0,0,0.022,0,0,0,0,0,0,0.011,0.378,0,0,0.344,0.189,0,0
DC,DF,38,90,1,2,2,1,1,83.3,0,0,0,0.033,0.389,0.022,0.044,0.022,0.011,0.022,0,0.011,0,0,0,0.267,0,0,0.033,0.011,0,0
DC,DF,31,90,1,2,2,1,1,69.7,0,0,0.011,0.011,0.678,0.022,0.044,0.156,0.011,0,0.011,0.011,0,0,0,0.367,0.022,0.011,0.078,0.022,0,0
DC,DF,30,90,1,2,2,1,1,79,0,0,0,0.056,0.578,0,0.044,0.089,0,0.011,0,0,0,0.011,0.011,0.422,0,0,0.089,0.056,0,0
DMR,MD,32,58,1,2,2,1,1,60,0,0,0.011,0.033,0.4,0.022,0,0.044,0,0,0,0,0,0.011,0.011,0.222,0.011,0,0,0,0,0
DML,MD,29,90,1,2,2,1,1,70.4,0.011,0.011,0.022,0.011,0.578,0.011,0.011,0.022,0,0,0.033,0.011,0.011,0.011,0.022,0.3,0.033,0.011,0.022,0.011,0,0
MC,MD,24,90,1,2,2,1,1,89.5,0.011,0.011,0.011,0,0.522,0.022,0.033,0.011,0,0.011,0,0,0,0,0.011,0.422,0,0,0.056,0.044,0,0
MC,MD,29,56,1,2,2,1,1,69.6,0,0,0,0.033,0.3,0.011,0.011,0.011,0,0.022,0,0,0,0,0,0.256,0,0,0.022,0.011,0,0
FWR,FW,24,90,1,2,2,1,1,75,0.022,0.011,0,0,0.311,0.011,0.022,0.011,0,0.033,0.022,0,0,0.044,0.033,0.089,0.033,0,0.011,0.011,0,0
FW,FW,37,90,1,2,2,1,1,70,0.011,0,0.022,0,0.211,0,0,0,0,0.022,0,0.022,0,0.033,0.022,0.111,0,0,0.011,0.011,0,0
FWL,FW,28,81,1,2,2,1,1,71.4,0.022,0,0,0.022,0.389,0,0,0.011,0,0.033,0,0.044,0,0.011,0.011,0.233,0,0,0.022,0.022,0,0
Sub,SUB,34,34,1,2,2,1,1,84.2,0.011,0,0,0,0.289,0.022,0,0,0,0,0.011,0,0,0,0.011,0.211,0.022,0.011,0.033,0.033,0,0
Sub,SUB,28,9,1,2,2,1,1,100,0,0,0,0,0.078,0,0,0,0,0.011,0,0,0,0.011,0.011,0.056,0,0,0,0,0,0
Sub,SUB,25,32,1,2,2,1,1,64.3,0,0,0,0,0.222,0.011,0,0,0.011,0,0,0,0,0,0,0.156,0.022,0.011,0.067,0.022,0,0
Sub,SUB,31,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,20,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,21,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,27,90,2,3,0,0,1,52.9,0,0,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0.122,0.033,0,0
DC,DF,32,90,2,3,0,0,0,87.5,0.011,0.011,0.011,0,0.7,0.011,0.011,0.022,0,0.011,0,0,0,0,0.011,0.622,0,0,0.144,0.078,0,0
DC,DF,30,90,2,3,0,0,0,90.5,0,0,0.011,0.044,1.011,0.033,0.044,0.044,0,0.011,0.011,0.033,0,0,0,0.822,0,0,0.044,0.022,0,0
DC,DF,34,90,2,3,0,0,0,90,0,0,0,0.011,0.522,0.022,0.011,0.022,0.011,0.011,0,0.011,0,0,0,0.444,0,0,0.011,0.011,0,0
DMR,MD,29,92,2,3,0,0,0,70,0.033,0.011,0,0.033,0.711,0.033,0,0.022,0,0.011,0.022,0.011,0,0.011,0,0.333,0.067,0,0.022,0,0,0
DML,MD,29,90,2,3,0,0,0,81,0.011,0,0.022,0.033,0.833,0.022,0.011,0.044,0,0.011,0,0.011,0,0.011,0,0.467,0.078,0.011,0,0,0,0
MC,MD,28,90,2,3,0,0,0,92.3,0.011,0.011,0.011,0.033,1.033,0.033,0.033,0.011,0,0.011,0.011,0.011,0,0.011,0,0.867,0,0,0.044,0.033,0,0
MC,MD,32,90,2,3,0,0,0,85.5,0.033,0.011,0.056,0.011,1.533,0.011,0.011,0.011,0,0,0.011,0.022,0,0.011,0,1.3,0.089,0.022,0.156,0.089,0,0
FWR,FW,31,88,2,3,0,0,0,87.3,0.056,0.011,0.044,0,0.778,0,0.011,0,0,0.011,0.033,0.011,0,0,0.011,0.611,0,0,0.022,0.022,0,0
FW,FW,31,90,2,3,0,0,0,92.7,0.033,0.011,0.011,0.011,0.889,0,0,0,0,0.011,0.033,0.033,0.011,0.044,0.033,0.611,0,0,0.033,0.033,0.011,0.011
FWL,FW,32,75,2,3,0,0,0,85.7,0.022,0,0,0,0.522,0.011,0,0.011,0,0.022,0.022,0.011,0.022,0,0,0.389,0.033,0.011,0,0,0,0
Sub,SUB,31,15,2,3,0,0,0,94.7,0,0,0,0,0.222,0,0,0,0,0,0.011,0,0,0,0,0.211,0,0,0.011,0.011,0,0
Sub,SUB,35,-2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,2,2,3,0,0,0,100,0,0,0,0,0.022,0,0,0.011,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0
Sub,SUB,26,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,0,55.9,0,0,0,0,0.456,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0.289,0.122,0,0
DR,DF,25,90,1,2,2,1,1,72.4,0,0,0.011,0,0.644,0.022,0.033,0.044,0,0.033,0.011,0.022,0,0,0.044,0.322,0.033,0,0.011,0,0,0
DC,DF,31,90,1,2,2,1,1,67.5,0,0,0,0.022,0.744,0.033,0.056,0.133,0.033,0.011,0.011,0.022,0,0,0,0.444,0,0,0.156,0.067,0,0
DC,DF,30,90,1,2,2,1,1,64.5,0,0,0,0.067,0.522,0,0,0.156,0,0.011,0,0,0,0,0,0.344,0,0,0.089,0.033,0,0
DL,DF,29,90,1,2,2,1,1,70,0.011,0,0.011,0.022,0.689,0.022,0.033,0.044,0,0,0.011,0.011,0.011,0,0.022,0.333,0.089,0.011,0.022,0,0.011,0
MC,MD,25,90,1,2,2,1,1,89.5,0.011,0,0.022,0.011,0.544,0.011,0.022,0.011,0,0.033,0.011,0,0,0.033,0.011,0.422,0,0,0.033,0.033,0,0
MC,MD,29,90,1,2,2,1,1,72.9,0,0,0.011,0.022,0.678,0.022,0.033,0.011,0,0.022,0,0,0,0.011,0,0.533,0.011,0.011,0.089,0,0.011,0
MC,MD,31,85,1,2,2,1,1,81.4,0,0,0,0.011,0.556,0,0.011,0.011,0.011,0.011,0,0,0,0,0.011,0.478,0,0,0.089,0.056,0,0
FWR,FW,24,85,1,2,2,1,1,70.4,0.022,0.011,0,0.011,0.511,0.011,0,0,0,0,0.033,0,0,0.022,0.033,0.3,0.044,0,0.033,0.022,0,0
FW,FW,37,90,1,2,2,1,1,81.8,0.067,0.033,0,0,0.3,0.011,0.011,0,0,0.011,0.011,0.011,0.022,0.022,0.022,0.122,0.011,0,0.011,0,0,0
FWL,FW,37,14,1,2,2,1,1,62.5,0,0,0,0,0.1,0,0,0,0,0,0,0.011,0,0,0,0.089,0,0,0,0,0,0
Sub,SUB,31,5,1,2,2,1,1,100,0,0,0,0.011,0.022,0,0,0,0,0.022,0,0,0,0,0.011,0.011,0,0,0,0,0,0
Sub,SUB,25,76,1,2,2,1,1,77.8,0.011,0,0,0.011,0.467,0.033,0.011,0.022,0,0.011,0,0.056,0,0.044,0,0.2,0.033,0,0.011,0.011,0,0
Sub,SUB,24,5,1,2,2,1,1,0,0,0,0,0.022,0.033,0,0,0,0,0,0,0,0,0,0,0.022,0.011,0,0,0,0,0
Sub,SUB,24,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,38,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,34,90,2,1,1,1,1,48.4,0,0,0,0,0.422,0,0,0.011,0,0,0,0,0,0.011,0,0.344,0,0,0.233,0.056,0,0
DR,DF,30,90,2,1,1,1,0,76.1,0,0,0.011,0.022,0.867,0.022,0.044,0.022,0,0.022,0,0.022,0,0.011,0,0.511,0.044,0.011,0.067,0.033,0,0
DC,DF,38,90,2,1,1,1,0,69.8,0.011,0,0,0.044,0.8,0.022,0.011,0.1,0.011,0.022,0,0.022,0,0,0,0.589,0,0,0.211,0.067,0,0
DC,DF,30,90,2,1,1,1,0,90.2,0,0,0,0.022,0.6,0.011,0.033,0.044,0.022,0,0,0,0,0,0.011,0.456,0,0,0.033,0.011,0,0
DL,DF,29,74,2,1,1,1,0,84,0,0,0.011,0,0.578,0.033,0.011,0.067,0,0.011,0,0,0,0.011,0.022,0.278,0.011,0,0.011,0.011,0,0
DMC,DF,32,90,2,1,1,1,0,85.4,0.011,0.011,0.022,0.011,0.589,0.022,0.011,0.011,0,0.011,0.011,0.044,0,0.011,0,0.456,0,0,0.044,0.022,0,0
DMC,DF,33,90,2,1,1,1,0,86.1,0.011,0.011,0,0.022,0.589,0.022,0.022,0.033,0,0,0,0,0,0.011,0,0.478,0,0,0.011,0.011,0,0
AMR,MD,33,92,2,1,1,1,0,77.8,0.022,0,0.089,0,0.967,0.022,0,0.011,0,0.033,0.033,0.011,0,0.044,0.011,0.7,0.067,0.033,0.1,0.056,0,0
AMC,MD,34,72,2,1,1,1,0,73.2,0.044,0,0.011,0,0.578,0,0,0,0,0.011,0.011,0.033,0,0,0,0.456,0.011,0,0.011,0,0,0
AML,MD,28,90,2,1,1,1,0,57.6,0.033,0,0,0,0.667,0.011,0.011,0,0,0,0.056,0.011,0,0.056,0,0.367,0.089,0.022,0.022,0.011,0,0
FW,FW,29,90,2,1,1,1,0,59.1,0.089,0.022,0.011,0.1,0.422,0,0,0.033,0,0.022,0.011,0,0.022,0.011,0.022,0.244,0,0,0,0,0,0
Sub,SUB,26,18,2,1,1,1,0,75,0.011,0,0,0,0.144,0,0,0,0,0,0.011,0.022,0,0,0.011,0.089,0,0,0.011,0.011,0,0
Sub,SUB,27,16,2,1,1,1,0,66.7,0,0,0.011,0,0.078,0,0,0.011,0,0,0,0,0,0,0,0.033,0.011,0.011,0,0,0,0
Sub,SUB,31,-2,2,1,1,1,0,0,0,0,0.011,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0
Sub,SUB,31,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,0,48,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0.211,0.067,0,0
DR,DF,25,90,1,2,2,1,0,81,0,0,0.011,0,0.411,0.011,0.011,0.022,0.011,0,0.011,0,0,0.011,0.011,0.233,0.011,0,0.011,0,0,0
DC,DF,31,90,1,2,2,1,0,63.6,0,0,0,0.044,0.467,0.011,0.078,0.078,0.011,0.011,0.011,0.011,0,0,0,0.244,0,0,0.078,0.022,0,0
DC,DF,30,90,1,2,2,1,0,56.3,0.011,0.011,0,0.022,0.3,0,0,0.067,0,0,0.011,0,0,0.011,0,0.178,0,0,0.067,0,0,0
DL,DF,29,90,1,2,2,1,0,76.2,0,0,0.011,0,0.7,0.044,0.044,0.022,0.011,0,0.011,0,0,0,0.011,0.467,0,0,0.078,0.011,0,0
MR,MD,25,72,1,2,2,1,0,54.6,0.011,0,0,0.011,0.278,0.011,0,0,0,0.033,0.022,0.011,0,0.011,0.022,0.122,0.022,0,0.011,0,0,0
MC,MD,29,75,1,2,2,1,0,73.7,0.011,0,0,0.033,0.311,0.011,0.022,0.011,0,0.011,0.011,0,0,0.011,0,0.211,0,0,0.044,0.022,0,0
MC,MD,28,90,1,2,2,1,0,85,0.011,0,0.011,0.011,0.533,0,0.011,0,0,0.011,0,0.011,0,0.011,0,0.444,0,0,0.044,0.011,0,0
ML,MD,24,56,1,2,2,1,0,53.9,0,0,0.011,0.011,0.356,0.022,0.011,0,0,0,0.011,0.022,0,0.022,0.022,0.144,0.033,0.011,0,0,0,0
AMC,MD,24,90,1,2,2,1,0,88,0.022,0,0.033,0,0.567,0,0,0,0,0.033,0.044,0.011,0,0.056,0.067,0.278,0.056,0.022,0.011,0,0,0
FW,FW,37,90,1,2,2,1,0,80,0.044,0,0,0,0.344,0,0,0,0,0,0.011,0.011,0,0.011,0.022,0.222,0,0,0.022,0.011,0,0
Sub,SUB,24,15,1,2,2,1,0,80,0,0,0,0,0.067,0.011,0,0,0,0,0,0,0,0,0,0.056,0,0,0.011,0.011,0,0
Sub,SUB,25,18,1,2,2,1,0,100,0,0,0,0,0.167,0,0,0,0,0.011,0,0,0,0.011,0.011,0.144,0,0,0.022,0.022,0,0
Sub,SUB,28,34,1,2,2,1,0,81.8,0.011,0.011,0,0,0.2,0,0,0,0,0.011,0,0,0,0.033,0,0.122,0.011,0,0.011,0.011,0,0
Sub,SUB,38,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,28,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,24,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,37,90,2,0,0,0,0,68.2,0,0,0,0,0.333,0,0,0.011,0,0,0,0,0,0,0,0.244,0,0,0.133,0.056,0,0
DR,DF,31,90,2,0,0,0,1,91.5,0.011,0,0.011,0,0.756,0.056,0,0.011,0,0,0.022,0,0,0,0.011,0.522,0.011,0.011,0.044,0.022,0,0
DC,DF,37,90,2,0,0,0,1,88,0,0,0,0,0.756,0.011,0.022,0.089,0.033,0.011,0,0.022,0,0,0,0.556,0,0,0.067,0.022,0,0
DC,DF,35,90,2,0,0,0,1,93.2,0.011,0,0,0.033,0.956,0.011,0,0.067,0.033,0.011,0,0,0,0,0,0.822,0,0,0.144,0.133,0,0
DL,DF,35,90,2,0,0,0,1,93.8,0,0,0.022,0,0.878,0.044,0.011,0.011,0,0,0,0.011,0,0,0,0.711,0.011,0,0.033,0.022,0,0
DMC,DF,30,90,2,0,0,0,1,95.3,0.022,0,0.033,0,1.333,0.067,0,0,0.011,0.011,0.011,0.011,0,0,0.011,1.178,0.011,0.011,0.078,0.067,0,0
DMC,DF,38,90,2,0,0,0,1,86.9,0,0,0.011,0.011,0.878,0.078,0,0.044,0.011,0.022,0.011,0.011,0,0,0.011,0.678,0,0,0.111,0.067,0,0
AMR,MD,30,75,2,0,0,0,1,76.2,0.033,0.022,0.056,0,0.533,0.011,0,0,0,0.011,0.011,0.022,0,0.022,0.011,0.233,0.122,0.033,0.022,0.011,0.011,0.011
AMC,MD,26,45,2,0,0,0,1,80,0,0,0.011,0,0.367,0.011,0,0,0,0.011,0,0,0,0.011,0.044,0.278,0.011,0,0.022,0.022,0,0
AML,MD,32,90,2,0,0,0,1,89.8,0.011,0,0.044,0.011,0.689,0.011,0,0.011,0,0,0,0.022,0,0,0.011,0.544,0.044,0.011,0.033,0.022,0.022,0.022
FW,FW,26,88,2,0,0,0,1,80,0.1,0.067,0.011,0,0.333,0,0,0.011,0,0.011,0,0,0.011,0.011,0.022,0.167,0.011,0,0,0,0,0
Sub,SUB,25,45,2,0,0,0,1,73.7,0.022,0,0.011,0,0.344,0,0.022,0,0,0,0.022,0,0,0,0.022,0.211,0.011,0,0.011,0.011,0.011,0
Sub,SUB,21,15,2,0,0,0,1,100,0,0,0,0,0.211,0.022,0,0.011,0,0,0,0.011,0,0,0,0.167,0,0,0,0,0,0
Sub,SUB,36,2,2,0,0,0,1,100,0.011,0.011,0,0,0.033,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0,0
Sub,SUB,28,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,1,2,2,1,1,61.8,0,0,0,0.011,0.556,0,0,0,0,0,0,0,0,0,0.011,0.378,0,0,0.289,0.144,0,0
DR,DF,32,90,1,2,2,1,0,66.7,0.011,0,0.011,0.033,0.656,0.033,0.044,0.044,0,0,0,0,0,0.011,0.011,0.3,0.011,0.011,0.056,0.033,0,0
DC,DF,31,90,1,2,2,1,0,84.9,0,0,0,0.033,0.756,0.011,0.011,0.078,0.022,0.022,0,0,0,0,0,0.589,0,0,0.167,0.1,0,0
DC,DF,30,90,1,2,2,1,0,70.7,0.011,0,0,0.044,0.622,0,0.011,0.133,0,0,0,0,0,0,0,0.456,0,0,0.089,0.022,0,0
DL,DF,29,90,1,2,2,1,0,83.8,0,0,0.033,0,0.644,0.011,0.022,0.011,0.022,0.022,0.011,0,0,0.011,0,0.411,0.022,0.011,0.033,0.022,0,0
MC,MD,24,82,1,2,2,1,0,87.1,0.011,0,0,0,0.489,0.022,0.011,0.011,0.011,0,0.022,0,0,0.011,0,0.344,0.011,0.011,0,0,0,0
MC,MD,25,90,1,2,2,1,0,86.4,0,0,0,0.011,0.756,0,0.022,0.011,0.011,0.011,0,0,0,0.011,0.011,0.656,0,0,0.1,0.078,0,0
